id,ContrastNameSimple,study_id,contrast_id,Paper,Author,Year,Title,Journal,Collection,Note,Tags,ContrastName,ContrastDescription,SampleSize,PercentFemale,MeanMedAge,AgeRange,Adult,PreTeen,Adolescent,Teen,Child,UnivariateContrast,HvC,SocialDecision,Comm,Group,Alone,Tactile,Competition,Cooperation,JointAttention,Action,SocialEngagement,Interaction,Initiating,Responding,SocialObs,KnownPartner,HyperScanning,SocialVsNon_Symbolic,SocVsSoc_Symbolic
Bault_2011-1,Social > Alone,Bault_2011,1,"Bault, N., Joffily, M., Rustichini, A., & Coricelli, G. (2011). Medial prefrontal cortex and striatum mediate the influence of social comparison on the decision process. Proceedings of the National Academy of Sciences, 108(38), 16044–16049. https://doi.org/10.1073/pnas.1100892108",Bault,2011,Medial prefrontal cortex and striatum mediate the influence of social comparison on the decision process.,Proceedings of the National Academy of Sciences,SocExcluding,,Social Decision Making; Social Context vs Alone;,Supplemental “Table S3.,"Supplemental “Table S3.” (Bault et al., 2011, p. 5)",24,50,23,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bereczkei_2015-1,Unfair offer > control,Bereczkei_2015,1,"Bereczkei, T., Papp, P., Kincses, P., Bodrogi, B., Perlaki, G., Orsi, G., & Deak, A. (2015). The neural basis of the Machiavellians’ decision making in fair and unfair situations. Brain and Cognition, 98, 53–64. https://doi.org/10.1016/j.bandc.2015.05.006",Bereczkei,2015,The neural basis of the Machiavellians’ decision making in fair and unfair situations.,Brain and Cognition,Neural,,investment game; Trust game,Table 1: “Unfair > Contro,"Table 1: “Unfair > Control (all participants)” (Bereczkei et al., 2015, p. 59)",38,47.37,23,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bereczkei_2015-2,Fair offer > control,Bereczkei_2015,2,"Bereczkei, T., Papp, P., Kincses, P., Bodrogi, B., Perlaki, G., Orsi, G., & Deak, A. (2015). The neural basis of the Machiavellians’ decision making in fair and unfair situations. Brain and Cognition, 98, 53–64. https://doi.org/10.1016/j.bandc.2015.05.006",Bereczkei,2015,The neural basis of the Machiavellians’ decision making in fair and unfair situations.,Brain and Cognition,Neural,,investment game; Trust game,“Fair > Contro,"“Fair > Control (all participants)” (Bereczkei et al., 2015, p. 59)",38,47.37,23,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Berns_2005-1,Human > Computer (conform),Berns_2005,1,"Berns, G. S., Chappelow, J., Zink, C. F., Pagnoni, G., Martin-Skurski, M. E., & Richards, J. (2005). Neurobiological Correlates of Social Conformity and Independence During Mental Rotation. Biological Psychiatry, 58(3), 245–253. https://doi.org/10.1016/j.biopsych.2005.04.012",Berns,2005,Neurobiological Correlates of Social Conformity and Independence During Mental Rotation.,Biological Psychiatry,SocExcluding,,Social Conformity; Social Decision Making; Mental Rotation;,Table 1: “Social Conformit,"Table 1: “Social Conformity (Participant Incorrect)” (Berns et al., 2005, p. 250)",32,40.63,26,19-41,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Berns_2005-2,Human > Computer (nonconform),Berns_2005,2,"Berns, G. S., Chappelow, J., Zink, C. F., Pagnoni, G., Martin-Skurski, M. E., & Richards, J. (2005). Neurobiological Correlates of Social Conformity and Independence During Mental Rotation. Biological Psychiatry, 58(3), 245–253. https://doi.org/10.1016/j.biopsych.2005.04.012",Berns,2005,Neurobiological Correlates of Social Conformity and Independence During Mental Rotation.,Biological Psychiatry,SocExcluding,,Social Conformity; Social Decision Making; Mental Rotation;,“Social Independenc,"“Social Independence (Participant Correct)” (Berns et al., 2005, p. 250)",32,40.63,26,19-41,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Berns_2005-3,Social > Alone,Berns_2005,3,"Berns, G. S., Chappelow, J., Zink, C. F., Pagnoni, G., Martin-Skurski, M. E., & Richards, J. (2005). Neurobiological Correlates of Social Conformity and Independence During Mental Rotation. Biological Psychiatry, 58(3), 245–253. https://doi.org/10.1016/j.biopsych.2005.04.012",Berns,2005,Neurobiological Correlates of Social Conformity and Independence During Mental Rotation.,Biological Psychiatry,SocExcluding,,Social Conformity; Social Decision Making; Mental Rotation;,Supplementary Materials Table S2: “External Information > Baselin,"Supplementary Materials Table S2: “External Information > Baseline (No External Information)” (Berns et al., 2005, p. 41)",32,40.63,26,19-41,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Beyer_2018-1,Social > Alone (decision),Beyer_2018,1,"Beyer, F., Sidarus, N., Fleming, S., & Haggard, P. (2018). Losing Control in Social Situations: How the Presence of Others Affects Neural Processes Related to Sense of Agency. ENeuro, 5(1). https://doi.org/10.1523/ENEURO.0336-17.2018",Beyer,2018,Losing Control in Social Situations: How the Presence of Others Affects Neural Processes Related to Sense of Agency.,ENeuro,SocExcluding,,Social Context vs Alone;,Table 3: “Social  nonsocial,"Table 3: “Social  nonsocial” (Beyer et al., 2018, p. 8)",20,65,22,18-27,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Beyer_2018-2,Social > Alone (outcome),Beyer_2018,2,"Beyer, F., Sidarus, N., Fleming, S., & Haggard, P. (2018). Losing Control in Social Situations: How the Presence of Others Affects Neural Processes Related to Sense of Agency. ENeuro, 5(1). https://doi.org/10.1523/ENEURO.0336-17.2018",Beyer,2018,Losing Control in Social Situations: How the Presence of Others Affects Neural Processes Related to Sense of Agency.,ENeuro,SocExcluding,,Social Context vs Alone;,Table 4: “Social  nonsocial,"Table 4: “Social  nonsocial” (Beyer et al., 2018, p. 9)",20,65,22,18-27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bitsch_2018-1,Social > Alone,Bitsch_2018,1,"Bitsch, F., Berger, P., Nagels, A., Falkenberg, I., & Straube, B. (2018). The role of the right temporo–parietal junction in social decision-making. Human Brain Mapping, 39(7), 3072–3085. https://doi.org/10.1002/hbm.24061",Bitsch,2018,The role of the right temporo–parietal junction in social decision-making.,Human Brain Mapping,SocExcluding,,Prisoners Dilemna; Competition; Cooperation;,“TABLE 1,"“TABLE 1” (Bitsch et al., 2018, p. 3077) [All Clusters]",20,50,28.79,23-38,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Brandi_2021-1,Joint attention > control,Brandi_2021,1,"Brandi, M.-L., Lahnakoski, J. M., Kopf-Beck, J., Nolte, T., Brückl, T. M., & Schilbach, L. (2021). Imagery of negative interpersonal experiences influence the neural mechanisms of social interaction. Neuropsychologia, 160, 107923. https://doi.org/10.1016/j.neuropsychologia.2021.107923",Brandi,2021,Imagery of negative interpersonal experiences influence the neural mechanisms of social interaction.,Neuropsychologia,SocIntx,,Joint Attention;,Table 3 “social interaction > control,"Table 3 “social interaction > control” (Brandi et al., 2021, p. 10)",33,66.67,27.52,,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Brune_2013-1,Human > Computer,Brune_2013,1,"Brüne, M., Juckel, G., & Enzi, B. (2013). “An Eye for an Eye”? Neural Correlates of Retribution and Forgiveness. PLOS ONE, 8(8), e73519. https://doi.org/10.1371/journal.pone.0073519",Brüne,2013,“An Eye for an Eye”? Neural Correlates of Retribution and Forgiveness.,PLOS ONE,Neural,,Human vs Computer; Ultimatum game; Decision making; Dictator game,“contrast: [ultimatum game: main effect of human opponent fair + unfair] for n = 29,"“contrast: [ultimatum game: main effect of human opponent fair + unfair] for n = 29” (Brüne et al., 2013, p. 7)",29,44.83,27.9,21-37,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Buades-Rotger_2017-1,Fight > avoid,Buades-Rotger_2017,1,"Buades-Rotger, M., Beyer, F., & Krämer, U. M. (2017). Avoidant Responses to Interpersonal Provocation Are Associated with Increased Amygdala and Decreased Mentalizing Network Activity. ENeuro, 4(3). https://doi.org/10.1523/ENEURO.0337-16.2017",Buades-Rotger,2017,Avoidant Responses to Interpersonal Provocation Are Associated with Increased Amygdala and Decreased Mentalizing Network Activity.,ENeuro,Mentalizing,"Note, n=27, only subset of 36 participants who were included in the analysis of interest",Competitive game; Taylor Aggression Paradigm;,Table 1 b) Fight > avoi,"Table 1 b) Fight > avoid (Buades-Rotger et al., 2017, p. 8)",27,100,22,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Caruana_2015-1,Joint attention > control (responding),Caruana_2015,1,"Caruana, N., Brock, J., & Woolgar, A. (2015). A frontotemporoparietal network common to initiating and responding to joint attention bids. NeuroImage, 108, 34–46. https://doi.org/10.1016/j.neuroimage.2014.12.041",Caruana,2015,A frontotemporoparietal network common to initiating and responding to joint attention bids.,NeuroImage,JIntelligent,,Eye gaze; Joint Attention; Virtual reality,Table 2:,"Table 2: “(a) Responding to joint attention (RJA − RJAc)” (Caruana et al., 2015, p. 43)“",13,30.77,24.85,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
Caruana_2015-2,Joint attention > control (initiating),Caruana_2015,2,"Caruana, N., Brock, J., & Woolgar, A. (2015). A frontotemporoparietal network common to initiating and responding to joint attention bids. NeuroImage, 108, 34–46. https://doi.org/10.1016/j.neuroimage.2014.12.041",Caruana,2015,A frontotemporoparietal network common to initiating and responding to joint attention bids.,NeuroImage,JIntelligent,,Eye gaze; Joint Attention; Virtual reality,"(b) Initiating joint attention (IJA − IJAc)” (Caruana et al., 2015, p. 4","(b) Initiating joint attention (IJA − IJAc)” (Caruana et al., 2015, p. 43)",13,30.77,24.85,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
Cavallo_2015-1,Look > No Look (partner),Cavallo_2015,1,"Cavallo, A., Lungu, O., Becchio, C., Ansuini, C., Rustichini, A., & Fadiga, L. (2015). When gaze opens the channel for communication: Integrative role of IFG and MPFC. NeuroImage, 119, 63–69. https://doi.org/10.1016/j.neuroimage.2015.06.025",Cavallo,2015,When gaze opens the channel for communication: Integrative role of IFG and MPFC.,NeuroImage,Gaze,Note: Talairach,Shared attention; Joint Attention; Direct gaze; Mutual gaze,"4 Contrasts from Table 1: “Look, Look > Look, No Look","4 Contrasts from Table 1: “Look, Look > Look, No Look” (Cavallo et al., 2015, p. 66)",21,42.86,23,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Cavallo_2015-2,Look > Picture,Cavallo_2015,2,"Cavallo, A., Lungu, O., Becchio, C., Ansuini, C., Rustichini, A., & Fadiga, L. (2015). When gaze opens the channel for communication: Integrative role of IFG and MPFC. NeuroImage, 119, 63–69. https://doi.org/10.1016/j.neuroimage.2015.06.025",Cavallo,2015,When gaze opens the channel for communication: Integrative role of IFG and MPFC.,NeuroImage,Gaze,Note: Talairach. ,Shared attention; Joint Attention; Direct gaze; Mutual gaze,"“Look, Look > Look Picture","“Look, Look > Look Picture” (Cavallo et al., 2015, p. 66)",21,42.86,23,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Cavallo_2015-3,Look > Mirror,Cavallo_2015,3,"Cavallo, A., Lungu, O., Becchio, C., Ansuini, C., Rustichini, A., & Fadiga, L. (2015). When gaze opens the channel for communication: Integrative role of IFG and MPFC. NeuroImage, 119, 63–69. https://doi.org/10.1016/j.neuroimage.2015.06.025",Cavallo,2015,When gaze opens the channel for communication: Integrative role of IFG and MPFC.,NeuroImage,Gaze,Note: Talairach. ,Shared attention; Joint Attention; Direct gaze; Mutual gaze,"“Look, Look > Look Yourself","“Look, Look > Look Yourself” (Cavallo et al., 2015, p. 66)",21,42.86,23,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Cavallo_2015-4,Look > No Look (self),Cavallo_2015,4,"Cavallo, A., Lungu, O., Becchio, C., Ansuini, C., Rustichini, A., & Fadiga, L. (2015). When gaze opens the channel for communication: Integrative role of IFG and MPFC. NeuroImage, 119, 63–69. https://doi.org/10.1016/j.neuroimage.2015.06.025",Cavallo,2015,When gaze opens the channel for communication: Integrative role of IFG and MPFC.,NeuroImage,Gaze,Note: Talairach. ,Shared attention; Joint Attention; Direct gaze; Mutual gaze,"“Look, Look N No Look, Look","“Look, Look N No Look, Look” (Cavallo et al., 2015, p. 66)",21,42.86,23,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Chaminade_2015-1,Human > Robot,Chaminade_2015,1,"Chaminade, T., Da Fonseca, D., Rosset, D., Cheng, G., & Deruelle, C. (2015). Atypical modulation of hypothalamic activity by social context in ASD. Research in Autism Spectrum Disorders, 10, 41–50. https://doi.org/10.1016/j.rasd.2014.10.015",Chaminade,2015,Atypical modulation of hypothalamic activity by social context in ASD.,Research in Autism Spectrum Disorders,SocExcluding,,Competitive game; Competition; Human vs Computer; Rock Paper Scissors;,Table 1: “Human–Robot,"Table 1: “Human–Robot” (Chaminade et al., 2015, p. 46), Will need to do weighted average between ASD & TD of age like in the Assaf paper, Doesn’t indicate MNI or Talairach, but I’m guessing it is MNI given the year and software they used",10,0,21.45,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Chaminade_2012-1,Human > Computer,Chaminade_2012,1,"Chaminade, T., Rosset, D., Da Fonseca, D., Nazarian, B., Lutcher, E., Cheng, G., & Deruelle, C. (2012). How do we think machines think? An fMRI study of alleged competition with an artificial intelligence. Frontiers in Human Neuroscience, 6. https://doi.org/10.3389/fnhum.2012.00103",Chaminade,2012,How do we think machines think? An fMRI study of alleged competition with an artificial intelligence.,Frontiers in Human Neuroscience,MRI,,Human vs Computer; Rock-Paper-Scissors;,Table 1: “INTENTIONAL AGENT—RANDOM AGENT,"Table 1: “INTENTIONAL AGENT—RANDOM AGENT” (Chaminade et al., 2012, p. 6)",18,0,21.5,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Chaminade_2012-2,Human > Robot,Chaminade_2012,2,"Chaminade, T., Rosset, D., Da Fonseca, D., Nazarian, B., Lutcher, E., Cheng, G., & Deruelle, C. (2012). How do we think machines think? An fMRI study of alleged competition with an artificial intelligence. Frontiers in Human Neuroscience, 6. https://doi.org/10.3389/fnhum.2012.00103",Chaminade,2012,How do we think machines think? An fMRI study of alleged competition with an artificial intelligence.,Frontiers in Human Neuroscience,MRI,,Human vs Computer; Rock-Paper-Scissors;,“INTENTIONAL AGENT—ARTIFICIAL AGENT,"“INTENTIONAL AGENT—ARTIFICIAL AGENT” (Chaminade et al., 2012, p. 6)",18,0,21.5,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Chauvigne_2018a-1,Partner > Solo dance,Chauvigne_2018a,1,"Chauvigné, L. A. S., Belyk, M., & Brown, S. (2018). Following during physically-coupled joint action engages motion area MT+/V5. Journal of Integrative Neuroscience, 16(3), 307–318. https://doi.org/10.3233/JIN-170023",Chauvigné,2018,Following during physically-coupled joint action engages motion area MT+/V5.,Journal of Integrative Neuroscience,JIntergrNeuro,Note: Talairach. IMPORTANT: This is a different a different Chauvigné 2018 paperso please make sure that you get coordinates from the right paper! ,Dance; Joint Action; Talairach Space; Hand touching; Partner vs Solo Dance;,Table 1: “all partnered tasks > solo,"Table 1: “all partnered tasks > solo” (Chauvigné et al., 2018, p. 311)",19,52.63,40.4,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Chauvigne_2018b-1,Partner > Solo dance,Chauvigne_2018b,1,"Chauvigné, L. A. S., Belyk, M., & Brown, S. (2018). Taking two to tango: FMRI analysis of improvised joint action with physical contact. PLOS ONE, 13(1), e0191098. https://doi.org/10.1371/journal.pone.0191098",Chauvigné,2018,Taking two to tango: FMRI analysis of improvised joint action with physical contact.,PLOS ONE,MRI,Note: Talairach,Dance; Joint Action; Talairach Space; Hand touching; Partner vs Solo Dance;,“Table 1. Partnering.,"“Table 1. Partnering.” (Chauvigné et al., 2018, p. 10)",18,50,40.4,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Chauvigne_2018b-2,Partner > Solo dance (lead),Chauvigne_2018b,2,"Chauvigné, L. A. S., Belyk, M., & Brown, S. (2018). Taking two to tango: FMRI analysis of improvised joint action with physical contact. PLOS ONE, 13(1), e0191098. https://doi.org/10.1371/journal.pone.0191098",Chauvigné,2018,Taking two to tango: FMRI analysis of improvised joint action with physical contact.,PLOS ONE,MRI,Note: Talairach,Dance; Joint Action; Talairach Space; Hand touching; Partner vs Solo Dance;,“Table 4. Joint improvisation.,"“Table 4. Joint improvisation.” (Chauvigné et al., 2018, p. 15)",18,50,40.4,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
Corradi-DellAcqua_2013-1,Social > Alone,Corradi-DellAcqua_2013,1,"Corradi-Dell’Acqua, C., Civai, C., Rumiati, R. I., & Fink, G. R. (2013). Disentangling self- and fairness-related neural mechanisms involved in the ultimatum game: An fMRI study. Social Cognitive and Affective Neuroscience, 8(4), 424–431. https://doi.org/10.1093/scan/nss014",Corradi-Dell’Acqua,2013,Disentangling self- and fairness-related neural mechanisms involved in the ultimatum game: An fMRI study.,Social Cognitive and Affective Neuroscience,Game,,Ultimatum Game; Human vs Computer;,Table 1: “Main effect of TASK: ultimatum game > free win,"Table 1: “Main effect of TASK: ultimatum game > free win” (Corradi-Dell'Acqua et al., 2013, p. 428)",23,39.13,23.5,18-35,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deQuervain_2004-1,Consequential > non-consequential,deQuervain_2004,1,"de Quervain, D. J.-F., Fischbacher, U., Treyer, V., Schellhammer, M., Schnyder, U., Buck, A., & Fehr, E. (2004). The Neural Basis of Altruistic Punishment. Science, 305(5688), 1254–1258. https://doi.org/10.1126/science.1100735",de Quervain,2004,The Neural Basis of Altruistic Punishment.,Science,Neural,,PET; Trust; Altruistic Punishment;,(IC+IF)-(IS+NC),"Everything is in Supplementary Info document: All 6 contrasts in “Table S1. PET contrasts” (Quervain et al., 2004, p. 13): (IC+IF)-(IS+NC), IF-IS, IC-IS, IF-NC, IC-NC, & IC-IF",14,0,25,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deQuervain_2004-2,Intentional > symbolic (free),deQuervain_2004,2,"de Quervain, D. J.-F., Fischbacher, U., Treyer, V., Schellhammer, M., Schnyder, U., Buck, A., & Fehr, E. (2004). The Neural Basis of Altruistic Punishment. Science, 305(5688), 1254–1258. https://doi.org/10.1126/science.1100735",de Quervain,2004,The Neural Basis of Altruistic Punishment.,Science,Neural,,PET; Trust; Altruistic Punishment;,IF-IS,"Everything is in Supplementary Info document: All 6 contrasts in “Table S1. PET contrasts” (Quervain et al., 2004, p. 13): (IC+IF)-(IS+NC), IF-IS, IC-IS, IF-NC, IC-NC, & IC-IF",14,0,25,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deQuervain_2004-3,Intentional > symbolic (costly),deQuervain_2004,3,"de Quervain, D. J.-F., Fischbacher, U., Treyer, V., Schellhammer, M., Schnyder, U., Buck, A., & Fehr, E. (2004). The Neural Basis of Altruistic Punishment. Science, 305(5688), 1254–1258. https://doi.org/10.1126/science.1100735",de Quervain,2004,The Neural Basis of Altruistic Punishment.,Science,Neural,,PET; Trust; Altruistic Punishment;,IC-IS,"Everything is in Supplementary Info document: All 6 contrasts in “Table S1. PET contrasts” (Quervain et al., 2004, p. 13): (IC+IF)-(IS+NC), IF-IS, IC-IS, IF-NC, IC-NC, & IC-IF",14,0,25,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
