id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10
Chauvigne_2018b-1	0.04005130194487514	0.003021039391643032	0.0	0.0	0.0	0.022581180846904483	0.0	0.0	4.787083154794865e-06	0.0003062111682946727
Corradi-DellAcqua_2013-1	4.847000159847465e-06	0.014617738411045458	0.04346051577124616	6.394301527379298e-08	1.107901697463657e-07	0.0011845423242435441	0.03661684131113219	0.0	2.9022875988101475e-06	0.018422722215074246
Dedovic_2014-1	0.005089095431773808	0.00015064625151419873	0.0	0.0	2.016150617568838e-06	0.0	0.0	0.0014864439565553053	0.04060096354107549	5.1339158866776557e-05
Delgado_2008-1	0.0	0.0	0.01757027168292453	0.0	1.0085902044092639e-06	0.0	0.0	3.54616252575323e-08	0.0	0.0
DiMenichi_2017-1	0.03458656098816212	0.04319889298024109	0.0	0.0001056735675751872	0.0	0.0016513820434700154	0.0	0.00548098611625428	0.0	0.017460924248822642
Edmiston_2015-1	7.007856830340611e-05	0.0	0.006528683119188332	0.0	0.0479740699343181	0.00023550142919356715	0.0019590924257318412	1.0034323281572796e-05	4.153965280912624e-11	0.009528704519328822
Elliott_2006-1	0.0	3.041581080306368e-07	0.06487654081673322	0.0	2.4136867216561665e-05	0.02241446600166356	0.0	0.1006276771058521	0.0	0.0
Fareri_2012-1	0.03148845458201835	0.010542760163581645	0.0243698309433631	0.0	0.0	0.019038679449773863	0.05416873101836988	0.005023693163512025	0.11050686816382412	0.0
Fareri_2014-1	0.0	0.00035128065891286246	0.021105674103065124	0.0	9.896143702565546e-08	0.02075013597918395	0.010300863637668026	0.048819000350545	6.656118520324105e-07	0.0
Fareri_2015-1	0.0	3.4419059756930375e-06	0.0	0.0	0.0	0.0017510377936442352	3.2021091614651504e-05	0.0	0.04237936502844098	9.622982004904333e-09
Fett_2019-1	0.041063026927685854	0.04859607835442294	0.0	0.14782585288029945	0.10700171775282213	0.03030484845697832	0.00033913778436937516	1.3677321733503577e-05	0.0	0.1815916280118771
Fukui_2006-1	0.0	0.0	0.0	0.0	0.0	0.01749255025524106	0.0	0.0027142656424954813	0.0	0.0
Gallagher_2002-1	0.0	0.00012766026980781778	0.0	0.0	0.0	0.02025619268479308	0.0	0.0	0.0	0.0
Hu_2018-1	0.030395279908717075	0.0	0.026259947893004572	0.05453025725701101	0.10500716852466195	4.251961763660364e-09	3.4976931228057345e-05	1.125587358405361e-06	0.0	0.04096360805700196
Izuma_2010-1	0.0	3.8559832818653157e-08	0.0	0.0	0.0	0.010945964150387759	0.0	0.0	3.138237989946199e-05	0.0
Jo_2020-1	0.016616703124309948	0.04416210926822889	0.011558829245696666	0.019840912208508067	0.0	0.005640067543685424	0.054415131350866675	0.0	3.0137961918565525e-05	0.00042875487896934224
Kircher_2009-1	0.001454554031452755	0.041789985840018716	0.0	0.0	0.02852658565853356	0.011928809014277965	0.0	1.861377161860926e-06	0.0007813925240628821	0.05309166261296954
Krach_2008-1	0.07379183582072282	3.364820149748331e-05	0.025630993692743246	0.0	0.0	0.045569671293622244	0.06308557227794508	0.0	0.0	5.2321633223683255e-05
Krach_2009_Study1-1	0.0	0.0	0.0	0.0	0.0	0.03611575219253984	0.0	0.0	0.0259077577377944	0.0
Krach_2009_Study2-1	0.035160015290859346	0.0	0.03377608590526699	0.0	0.0	0.018617089511013134	0.0	0.0	0.0	0.0
LeBouc_2013-1	0.0	0.02158036061487605	3.1874644811947255e-11	0.0001258431511967464	3.19387247415511e-06	0.017054485990863216	0.0	0.06800767871777957	0.0	0.0
Lee_2018-1	0.0006547471809808461	0.0007692153060636224	0.011611140799472649	0.06126169645206352	6.145492100520576e-05	0.0003910508328681801	9.930399570125134e-06	0.05218978503707706	0.07185146300957612	0.0010167131728401242
Lemmers-Jansen_2020-1	1.1919646775598048e-06	0.1041135459711742	0.0216372908155213	0.0958351622337364	0.14608552305683148	0.038685813254614336	0.06033593120227507	1.463541576028685e-05	9.254503319817399e-06	0.05219615148873958
Lopez-Sola_2018-1	0.0	0.00011196186116859311	0.0	0.0	0.0	0.01484882702294213	0.029676372113332884	0.0	2.760673405381127e-07	0.0
Lopez-Sola_2019-1	1.773633380420598e-05	0.0036129442641519177	0.0	0.06131678313023415	0.0	0.02473322048229141	0.037642125533340676	0.0	0.05734327942103989	0.02645018747107823
Ma_2018-1	0.0	0.0	0.027286472157896324	0.0	0.0	5.873897492527326e-09	0.0	0.0	0.0	0.0
Muller-Pinzler_2015-1	0.0014904390087649695	0.0	0.0698847993351098	0.0	0.0	0.030188415241555	0.0	0.0	0.0	0.057867221879162885
Newman-Norlund_2008-1	0.059945554522294206	0.0	0.036228565313480614	0.08396130430437859	0.032493041389077874	0.0018625790216138145	0.0	0.0008280078565252169	0.0	0.07266235338359348
Ozdem_2017-1	1.3003989490963e-08	0.0	5.96358366532662e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pfeiffer_2014-1	0.0	0.002948742260605687	0.0	1.8542849594904707e-08	0.0	0.0012857663658950756	0.00018261401086925403	0.0	0.07543883580140057	0.0
Polosan_2011-1	6.8590543214963234e-09	1.4579409881298056e-07	0.0	0.0007175516900655432	0.0	0.010056754393671489	9.601087650360888e-05	0.0	0.0	0.0
Radke_2011-1	0.008505039947221644	0.0	0.0	0.0	0.003984030275027272	0.014075754635617678	0.03312326301335444	5.871732283843907e-06	0.0	0.0
Redcay_2010_Study1-1	0.031855134856429324	0.023860636189227093	0.0	0.0	0.0	0.0018554743823218807	0.03631992288329144	1.1383185706500434e-05	0.0007304601345811967	2.9044180899077837e-10
Rice_2016a-1	0.0	0.0	0.0	0.0	0.0014641913557805804	0.027674753405467278	0.0	0.00047309918869149856	0.0	0.0
Rice_2016b-1	0.015570766016401566	0.0	0.0020587598109483526	0.0	0.002694058901240375	0.0	0.0	0.050996286471926076	0.0	0.0
Riedl_2014-1	0.0	0.0017568703083490483	0.01111714626229826	0.0	0.00012990793172685926	0.018804050195509507	0.0	0.0002020948515524851	4.422984655590684e-11	0.0
Rilling_2004-1	0.049565900958622636	0.035275913838585325	0.04740916283214015	0.0367881326951259	0.0	0.02097718646583943	0.0021294127377746185	0.0	0.0016826083912320556	0.0710333099278315
Rilling_2008-1	0.018360154574501252	0.05278941876838612	0.015032120729043245	0.0	0.0002956057704366213	0.01021430346749075	0.05107165703234169	0.056456244927199924	0.0	0.0002178311315879999
Rilling_2012-1	0.0	0.04183190638459716	0.004513181891517566	6.0024265752964826e-06	6.865740060850413e-06	0.0064768712329864595	0.0	2.8105590624780404e-10	0.006232483195410042	0.0
Schindler_2019-1	0.0	0.03942484979147993	0.024896503553296482	0.0	2.1028751917820452e-07	0.036431398959094446	0.06933738522051633	0.0	0.09630332669814501	0.0
Schuwerk_2017-1	0.0	0.0	0.020523000366006815	0.0	0.0	0.004345324328217769	0.0	0.0	0.0	0.0
Sip_2010-1	0.0	0.0	0.011920667564841793	0.0	0.01776030186696204	0.00019331016529295695	0.0	0.0015051298344256547	0.0	0.0
Sun_2016-1	0.0	0.0	0.0288370826884717	0.0	0.0	0.006915921187646399	0.0	0.0	0.0	0.0
Takahashi_2014-1	0.02197471428481624	9.915111835887876e-05	0.02543940952921902	0.0	1.8654474025330992e-06	0.011927185606758563	0.0	0.0005775501154623285	0.0	0.0
VanHoorn_2016-1	0.030000262927097524	0.008061849312577217	0.0361142816469495	0.0630792469440876	0.06633088993496027	0.021475788029617908	0.00033828721845940394	0.09223936947498934	7.397877306533743e-06	0.0589284929390014
Vanlangendonck_2018-1	7.922840707473344e-07	0.07410679877019492	1.2030652199340038e-07	0.0	0.0	0.038379078696073245	0.10044533085302189	0.0	0.0	0.0
Wagner_2015-1	0.0	2.1578764464407878e-10	0.05793833058152419	3.4655817840971715e-06	2.5366517671842266e-05	0.001041617296744486	2.244050454440574e-11	0.09930465487201014	0.05985346822775475	0.0
Warnell_2018-1	0.033655515417667495	0.04260383610708419	0.0	0.0	0.0	0.007377872004161209	0.04600404870060892	0.0	0.03470325545464867	0.0
Wilbers_2012-1	0.0002688681629992735	0.0	0.00016469044944065686	0.0	0.0	6.81669435612923e-14	5.5681635283947907e-11	0.0	0.0	0.0
Xie_2020-1	0.0031050299638092573	0.0	0.0004974200989213909	1.1086572922205385e-06	1.7797315421700662e-06	2.884998619765753e-06	0.009728872465730228	0.012020056773518304	1.5480290473734225e-05	0.0
Yoshioka_2021-1	0.09135170741064506	0.13785555903739488	0.16335684756401306	0.09734289316637618	0.13740281872971083	0.12153404476803212	0.08357544188433583	0.20778608142521124	0.206650137640956	0.12559278225000714
deQuervain_2004-1	0.0004619307504415603	1.0965036153847783e-10	2.990036152572731e-07	0.0	0.0653404425109515	0.0016502750521726801	0.0	0.0	0.005341488222567322	0.0
vandenBos_2007-1	0.0	0.0	0.0	0.0	0.0	0.0	7.595042076960972e-10	0.0	0.0	0.0
