Feature,aMPFC_r,dACC_r,dMPFC_r,lAI_r,ldLPFC_r,lIPL_r,lTPJ_r,pACC_r,PCC_r,rAI_r,rdLPFC_r,rIFG_r,rIPL_r,rTPJ_r
 anterior cingulate insula,0.0313383619526405,0.0775409938687728,0.0511883591712388,0.072553914875171,-0.0392057511795547,-0.0432391861766964,-0.020884881020007,0.0342913441537502,-0.004522516624287,0.0785781410275154,-0.0063632086483386,0.0337677556505419,-0.0047549017180377,-0.0083677715920444
 anxiety aggression anxious,0.0106805210442061,0.0075172051693379,-0.0064477998984359,0.0052685643710702,-0.0278288752007436,-0.0298159007394447,-0.0034397966404481,0.0122709716662083,-0.0040451789344775,0.0302319691379363,-0.0171940464860517,0.0081295982011282,0.0016463194870325,-0.004241517068816
 approach paradigm free,0.002736321835433,-0.0051998911404169,-0.0015563653456232,-0.006375542779293,-0.0210557947536501,-0.0183917288967827,0.0047684606469999,0.0025242408442843,0.0166467747413279,0.0109467860166231,-0.0057176819701695,0.0038505273394128,-0.0004876256433289,0.0051704279831382
 asd autism group,0.0250776321822017,-0.0013234731382334,0.0127651771117216,-0.0041543979050128,0.0020056724940554,-0.0013200199950804,0.0114082533853887,0.0242915252227824,0.0263378905934347,0.0068510635991782,0.0122244348382621,0.0317749063446261,0.0044966040504662,0.0295376805099988
 attention attentional visual,-0.0229082526057923,-0.0038650668225531,0.0002029383419391,0.0112088434554114,0.0339579685051265,0.0716494611444772,0.0002373344190161,-0.0274851097827956,-0.0052890700429242,0.0025432793762705,0.0110411772327574,0.0101806877428913,0.033826666551008,0.0232482722397844
 automatic situations situation,0.0102285048669062,0.0032818266886587,0.0047914364132961,-0.0072337096997236,0.0079856608189519,-0.0005823577664575,0.0131924197440907,0.003765295140581,0.0116047664641204,-0.0019862490086942,-0.0081272028640791,0.0004533332820868,0.0063606686030803,0.0030853591512681
 autonomic arousal rate,0.001957214505292,0.0283449665015857,0.0173538078914552,0.006672393224762,-0.02421549598012,-0.0108562511365267,-0.0055059602810811,0.0115398940779793,-0.0050435035190458,0.0273782536801173,-0.0010160176842763,0.0051567083873012,-0.0162413730344504,-0.0117830350704211
 basal ganglia moral,0.0399800995516394,0.0117353725463048,0.0033946222370748,-0.0026842295051309,-0.0219535079545692,-0.0140208701407561,0.0381063444752558,0.0129964115038098,0.0407677180349894,0.0079347429251097,-0.0115073324712493,0.0010323626656853,0.0136790566671482,0.0403951619920716
 baseline time follow,0.015694929186866,-0.0212971782479993,-0.0168788061160489,-0.0198790865664556,-0.0117323936853047,-0.0284713845032683,-0.0087267417764545,0.0058035744484269,0.0048890236967737,0.0009239089014844,-0.0066015199817633,-0.0107161112344721,-0.0151451840702519,-0.0175173700980891
 bias biases spd,0.0058915362330486,0.000633832232118,0.0021806449527978,0.0180469292073899,-0.017683623614672,-0.0120557770994516,-0.0105186687714573,0.0141609715606908,-0.0151329574145716,0.0128791412047067,0.0056513697647474,-0.00756562186516,0.0037116563125263,0.0001089964455048
 blind sighted judgments,-0.0081239200979215,-0.0054372973968438,0.0060090662386099,-0.0138306632229416,-0.0028195597116763,0.0048016360155762,0.0008027806676745,-0.0134125640614785,-0.0056605149845776,-0.0215123919728523,-0.012945863897443,-0.0186392751560168,-0.0020093766413909,-0.0047169642542788
 body bodies eba,-0.0081180150646627,-0.0174694081817057,-0.0210159986541768,-0.0132765727050801,-0.0102217702655374,-0.0112424434595005,-0.0143840178378732,-0.0073470146182642,-0.0126080385413729,-0.0086561311654256,0.0008126447950482,-0.0119586219905765,-0.0167241347125832,0.0156312423098512
 bpd sn ifc,0.0095144785409509,0.0200661131439725,0.0212630342416148,0.0068264376661364,-0.0063612675174296,-0.0090369047809368,0.0297745193458654,0.0041812102054589,0.025809712444013,-0.0067412835454423,0.0064097736842431,0.004357269721805,0.002251450662732,-0.0025625876942869
 category categories categorization,-0.0155846060363668,-0.012423889681299,0.0181632865257727,-0.0012413265831275,0.0259736310685073,0.0080051440740684,0.0118766685101048,-0.0161750839707604,-0.0050538595818711,-0.0045818895920141,-0.0005696721378635,-0.0199755305592879,-0.0038939873539802,0.0065368090562668
 cbf perfusion cerebral,0.0084687068441958,-0.0063188716399606,-0.0179758902498187,-0.0295092303291897,-0.015527977100255,-0.0169116920143363,-0.0116909710126754,0.0036297641726074,-0.0015628485057268,-0.0217197671937381,-0.0146052550151709,-0.0125349161203756,-0.009263796970787,-0.025482540006271
 cerebellar cerebellum lobule,-0.0181005875659431,-0.019885635304802,-0.018986329471401,-0.0168322423355923,-0.010405184047331,-0.0022354528267355,-0.0263202027133498,-0.0196288347531164,-0.0215077994991607,-0.0172069606741997,-0.0165462840466546,-0.0153801596188772,-0.0176542716496992,-0.0157798593212647
 children age adults,0.006685688851415,-0.0107691153817447,-0.0017974706290723,-0.0015393744589897,0.0074250509477645,0.0037240592867153,0.00162569505555,0.0035066952730894,-0.0035835968181838,0.0087029070113272,-0.0074345553314881,-0.0042280193340831,0.0149712406870722,-0.0089147188487096
 classification accuracy machine,0.0065911628321436,-0.0058065169240118,-0.0132157542922457,-0.0247081462150998,-0.0332854385881379,-0.0308997647383141,-0.0012309281446868,0.0045050360954965,0.0133044738118134,0.0054032252316584,-0.0091180175032413,-0.0185254886157118,-0.007846938503843,-0.0020178391641105
 cognitive function performance,0.0013623942534067,0.0030829727057417,0.0046510666020204,-0.0023035115348457,-0.0044720820505134,0.0034935187633085,0.0058615764958903,0.0056086523408872,-0.0001277771747882,-0.0056151389814235,-0.006146047877598,-0.0219828583506156,-0.0011804059832086,-0.0164002677441171
 color shape shapes,-0.0159965608021842,-0.0191777395723483,-0.0097884353589101,-0.0166987490646419,0.0056414415499089,0.0130782317445709,-0.0094053593654198,-0.0118283461768819,-0.0224914970726489,-0.0075548169524987,-0.0051914928622728,-0.0106972524107898,0.0086870853669397,-0.0080299689407305
 common overlap overlapping,0.0074926524160611,-0.0037412753486143,0.0191797309273197,0.0278546056490385,0.0401552792459703,0.0440141111445481,0.0313090696402073,0.0175553309492196,0.0253888117518219,0.0152695011734208,0.0106801304476717,0.0191764651367285,0.0267063438911401,0.0255346957588254
 conflict interference incongruent,-0.0277057946546205,0.0361748522713843,0.057950408005398,0.0310958975021435,0.0567340725369566,0.0549825051370528,-0.017819639600801,-0.0077211530152914,-0.0158357656263983,0.0232191092958132,0.0366287382007365,0.0164564053195699,0.0101062118171685,-0.0018989796298813
 context empathy contextual,0.0157540997297457,0.0014429961626115,0.0079358789970516,0.0309450836354686,0.0088615001581052,-0.0105197932158308,0.004168584005194,0.0037871371806053,0.0081653669930516,0.0216762174909599,0.0112832527475343,0.0222524858805956,-0.0019390993796514,0.013616354360931
 control cognitive task,-0.0079754005534145,0.0145037566327895,0.0313288084922019,0.0171521728918792,0.0498162619263634,0.0386128238931309,-0.0117088543057416,-0.0045524956342995,-0.0131292006422909,0.0231835022076409,0.0089281805494858,0.006450365257811,0.0249687455161317,0.0021598223018797
 cortex prefrontal medial,0.0558491915627142,0.0636323690361469,0.0632526899007131,0.0383893755806553,0.015188318692214,0.0098247560017047,0.0170791281329721,0.0613815260547804,0.0283323737757797,0.0468968112495954,0.0341603393758785,0.0217104602684349,0.0416709110800259,0.012701382803362
 creative creativity generation,0.0126633552328609,0.0046836258582086,0.0016650612207174,0.0064074143934573,0.000442973502628,-0.0200108377276672,0.0160905201003945,0.0143017884930176,0.0191913642825769,0.0098042080918105,0.0075320236001502,0.0067678461361088,-0.0060678418379734,0.031203801748768
 cues cue target,-0.0055727930426186,-0.0016323415189592,0.0020188016653328,0.0117076126909524,0.0124630558273536,0.0484594192453907,0.0002247389657104,-0.0200250071798884,-0.0220962521137772,-0.0014419068855058,-0.0052927198223394,0.0174215966063943,0.025660433803467,0.0377364426580104
 decision making choice,0.0341833944860617,0.0562904246648934,0.053109176495992,0.0520400074927966,0.009337902324007,0.0170875143695091,0.015374266382489,0.0349821382631413,0.0201747538453062,0.0352687566046272,-0.0052499224922709,0.0030955361488172,0.0168053369589935,0.0030503634229545
 depression disorder depressed,0.0082605640717653,-0.0006312672847026,-0.0142107923169391,-0.0157744530057555,-0.0440139318706679,-0.0537255860002925,-0.018722414359323,-0.0067118788226393,-0.0190348983813105,0.001106359522958,-0.0125419939641355,-0.0200518775911674,-0.0233544807759563,-0.0078287405067042
 detection novelty oddball,-0.0006449653132581,0.0100978344880377,0.0132071101860967,0.0315008228014817,0.0008665099218873,-0.004075510098621,-0.0041148008538571,0.0006987295249273,0.0001248630626483,0.0214801713737022,-0.0063650278648345,-0.0014450404665364,0.0061475135226612,0.0138949961973584
 dlpfc prefrontal cortex,-0.0170958519886529,0.0182853134723723,0.0353358816290917,0.035401046056299,0.0253339019624958,0.0252218349009249,-0.0071899831773727,0.0023926504495081,-0.023009947492611,0.0187691860062625,0.0256534310078036,0.0128072115180969,0.0041393912065934,-0.0078672663165663
 dopamine dopaminergic striatum,-0.0106419615546668,-0.0046519619000894,-0.0148137523406827,0.0094861723977392,-0.0084392935072166,-0.0154721080786308,-0.0147943599724624,-0.0111842440486906,-0.0145153238841423,0.0148867814219538,-0.0130674915946473,-0.0042049008779272,-0.0188367844671017,-0.0166021948090368
 early stage late,-0.0080757202055341,0.0015515969223547,-0.0018694491653602,-0.0059745480921432,0.0022382822757811,0.0057761842585048,-0.0215908518127794,-0.0036472464846668,-0.0003276115139855,-0.0048440346132081,-0.0007172064096703,-0.0010173791378292,-0.0110756572333073,-0.0192048657844616
 emotional negative amygdala,0.0692429817749543,0.0155873425168386,0.0023109030211465,0.0286335700567576,-0.0288012777427848,-0.0351529902176526,0.0005277575657513,0.0461111654252088,0.0324588133169948,0.0520551447158685,0.032109070851721,0.0492469102328999,-0.0059159473098297,0.0124943375020424
 epilepsy temporal lobe,-0.010692667856476,-0.0038138166491163,-0.0077972003132233,-0.0140262814469686,-0.0108892788266187,-0.0185365152225097,0.0200477976178959,0.0058054058100833,0.0081502708540383,-0.0086324151335717,-0.0087199681690364,-0.0137897510114159,0.000911061898025,-0.0132943355271861
 events future personal,0.0614786077657185,0.0193095724489827,0.0057065327674474,0.0026462374171562,-0.0044196154107178,-0.0033321166514993,0.0711347860159671,0.0431532498213911,0.0709302705300727,0.0117249115555976,0.0056215559165796,0.0247849849877005,0.0331846947453345,0.0396714948319007
 executive control functions,-0.0025486651448785,0.0094777564771467,0.0133115638660987,0.0225826637363416,0.0296520010070051,0.0300741479517338,0.0101007182605266,0.0040479633538772,-0.0071485759904233,-0.0044325806793541,0.0117764255268808,0.0043639985570565,0.0064470077558644,0.0046678308495042
 experience subjective ratings,0.0249913648012376,-0.0068301106596527,-0.0033721536701303,0.0353453759998023,-0.0073551043015554,-0.0280671639751087,-0.004822676948459,0.013236536553274,0.006911355763906,0.0398106207239109,0.0188925045526735,0.0326796550564937,0.002234685055999,0.0236875386584242
 expertise experts ic,0.0015553737727555,0.0010858758229356,0.0092220176451079,0.0055290027118503,-0.0016619253461485,-3.587562961976202e-06,0.006454721132153,0.0042056844799416,-0.0070911110317551,0.0007585794211771,0.0156172108120365,-0.0041291936826397,0.0019218545614529,0.008283935238178
 eye gaze saccade,-0.0140932968908313,-0.0243643815636115,-0.0282331504741964,-0.0329055691885851,-0.0038811818101596,0.0379115200437485,-0.0246194014822719,-0.0203673247750294,-0.0281884577294181,-0.026092890199097,-0.0152641587041156,-0.0200096885588135,0.0033601342621204,0.0014576508853098
 face faces fusiform,0.0017699358069934,-0.0232018213449466,-0.0244662417697074,-0.0190500059877599,-0.0240326343931509,-0.0297535807575615,-0.0086205439641027,-0.012141555842309,0.0250418912910663,-0.0131348771276196,0.0244786347890646,0.00304031805539,-0.0154492172384015,0.0242020494167134
 faces emotional facial,-0.0019296800406518,-0.0053740203392552,-0.0117559381260603,0.0008230600691015,-0.0402278073946101,-0.053159173473756,-0.032144512516533,0.0120544452021909,-0.0192221451355445,0.0209252096909025,0.0309614424655275,0.0202901768615669,-0.0354298864945353,-0.0006355255049399
 fatigue spinal cord,-0.0144415132868519,-0.0098031821059458,-0.0194708248285729,-0.0284113785883081,-0.013145301842843,-0.0231201915395651,-0.0239036229687833,-0.0120315280750732,-0.0194604177926258,-0.0260834065533171,-0.0082935598126461,-0.0053493929651606,-0.0171489420318626,-0.0036800057788201
 fear conditioning extinction,0.0009546577775264,0.024708079652484,0.0157324487377481,0.0310404870989386,-0.0326108635314575,-0.0360663936901608,-0.021821819805754,0.0082926674973862,-0.0081414732367556,0.029582754842413,-0.0062336319016852,0.0381043814839713,-0.0115929916568827,4.771307781708167e-05
 feedback negative performance,0.0003151448367626,0.0163322038680854,0.0426002379064604,0.0436968450231545,-0.0004399268948814,-0.0002231649997201,-0.0017145886660002,0.0100272072662986,0.0106365089157064,0.036260642991806,0.0175277896587207,0.0228781296093878,0.0134528132140299,0.0011230099090979
 food weight eating,0.0068478216616331,-0.0045081626493446,-0.0066037227272083,0.0036849325792359,-0.0217231286833999,-0.0281280225132455,-0.0228054534500517,0.0138596472243975,-0.0058803790084668,0.0237283970054406,-0.0116678788564686,-0.0036846643964541,-0.0164863178395761,-0.0200873491488711
 frequency hz power,-0.0085442948648225,-0.013078454467703,-0.0204570631291817,-0.0391470851491701,-0.039835905182468,-0.0202335835099523,0.0047248313086994,-0.015423183528899,-0.0023280135115599,-0.025241908952534,-0.0251265149317925,-0.0206213106292368,-0.0090983830997404,-0.0191613544432652
 frontal temporal parietal,0.0010972710341308,0.0155405087341183,0.0134057856361368,0.0191682679208256,0.0471553421612887,0.0600416797862042,0.0174433913875193,-0.007017247575553,-0.0085532254391611,0.0091341098966159,0.0372796102292323,0.0271754514111636,0.020039098607697,0.0064049691335484
 gait walking bg,-0.0121073980635893,-0.0058827305227117,-0.0004356646915204,-0.0031038493018428,-0.0122278126715385,-0.0133877051859922,-0.0073352150439805,-0.008561960904791,-0.0150849660501265,-0.0018261056712599,0.0052452965786611,0.0087706516787552,-0.007277511021069,0.0034835215285924
 gestures abstract race,0.0165811838683093,-0.0094627812260168,-0.0157358720618298,0.0048769451545146,0.0133378507074535,-0.0026748819030522,0.0260878171286665,-0.007267337920284,0.0152330215209958,-0.0007262077833623,0.0040224295350738,0.019821771185194,-0.0030341143374925,0.0307402740789815
 goal goals planning,-0.0088180795672545,0.0030221075081409,0.0149628566996929,0.006526853891961,0.0131367775628857,0.0063584008808505,-0.0064190941404637,-0.017751393539942,-0.0087912774854763,-0.0028258564321026,-0.0016776492935053,-0.0068819247655402,0.000767876297304,0.0053526853839052
 group age magnetic,-0.0190746946170142,-0.0223935056521955,-0.0247489803811648,-0.0441051581746997,-0.0460819342848146,-0.046812634555151,-0.0263071394310685,-0.0260408209223873,-0.0160508131417498,-0.0241184521967731,-0.0145734315436137,-0.0134160719650892,-0.0105974478953189,-0.0436447575355162
 group control pattern,-0.0040299849687451,-0.0012361895896725,0.0106285627667045,0.0011765848019647,0.0104744014322172,0.0179907385714691,0.0036134889599791,-0.011376930461715,0.0122160154069885,0.0068974829567415,0.0072888997037899,0.0005099158635986,0.020317698811717,-0.0043760208637423
 gyrus frontal inferior,-0.0144249268595984,-0.0021875097836028,0.0118649035238778,0.0166664531683477,0.0410799327528107,-0.0037235721053388,0.0271622211779886,-0.0008032806871823,-0.0087657587981724,0.0158282014269967,0.034436172199564,0.0452410958007817,0.0115916622374889,0.0147677147006414
 gyrus temporal middle,3.311080926897745e-05,-0.0074599894205751,-0.019197755398415,-0.0076366471663007,-0.002314203459324,0.0056366383386101,0.0048353512251336,0.0169729620719187,0.0157078888191921,0.0045211579631761,0.0172034485963524,-0.0132443034541901,-0.0026995662849423,0.0071174934745025
 hand movements limb,-0.0339929913022045,-0.040480381792777,-0.0366309877239791,-0.0411164039274665,-0.0232062166917532,0.0007991563038286,-0.0225003733227247,-0.0365167918691108,-0.0363106173879978,-0.0411541314377746,-0.0310917115867954,-0.0118013034984188,-0.0222163930715869,-0.0181698741581337
 hd psychopathy fcd,-0.0054716423532631,0.0004037630131685,0.004386916700137,-0.0146054546467749,-0.0220025747534078,-0.0115093563873249,0.0013561950866099,0.0147751449337874,0.0112823405347889,0.0081305455759176,-0.0106448842295339,-0.0005556219106883,0.0071245087624809,0.0057948374389274
 hearing deaf sign,-0.0010995007362878,0.0069011521173333,0.015251831931012,-0.0085212313572371,0.034228971258186,0.0263891125830024,-0.0087027781611355,0.001929168079468,-0.0113578016199135,-0.0015326228466061,0.0275284481839319,0.0182868748229363,0.0197289798850575,0.0033804106563748
 hemisphere hemispheric language,-0.0322561327892418,-0.0260702159322952,-0.0187424465725274,0.0026362152186814,0.0522399463040853,0.0083426778464503,-0.0140498094431477,-0.0298621764937518,-0.0204935844767616,-0.0182296421229682,0.0054412049267518,0.0316021001749857,-0.0174462538110278,-0.0162939581644336
 high level higher,-0.0097929559278585,-0.005764867170588,0.0025399503540429,0.0003492474320673,0.0004893942284903,-0.0015767916055086,-0.0031589941401477,-0.0155212617629124,-0.0131733672078807,-0.0077221410905814,-0.0003955389653582,-0.0173003681233,-0.0078433857693724,-0.0006134812482748
 human humans animal,-0.0219607881981315,-0.0033289532692693,-0.0159459438486381,-0.0200618761464365,-0.0261082868818866,-0.0046357203085532,-0.0260122631753328,-0.0117884952343312,-0.0206591936154322,-0.0169573243820084,-0.0197966300261775,-0.0201770041067372,-0.0229251838461973,-0.0033453568053956
 human organization subregions,-0.0009944882756216,-0.0151163693220418,-0.0253469910741419,-0.0203564040804008,-0.0070168751733455,-7.926978112115502e-05,0.0156576735053622,-0.0054917805004722,-0.004894305799018,-0.0199498419711392,-0.0199215617113282,-0.0162830913844417,0.0056307479144675,-0.0147708299813962
 ifg gyrus frontal,-0.0204068867957659,-0.0142062471682355,-0.0089439469992026,0.0024856637226112,0.0216008726124936,0.0105441005044947,0.0057471333531145,-0.023284542659046,-0.0209961298367873,-0.0035082198876005,0.0383335024897422,0.0305546454045711,-0.0181799527932682,0.0071201580944021
 illusion physical perceived,0.0024532162451158,-0.0025149232966259,0.0057231613442725,-0.0001968129538077,-0.0072901659470052,-0.0071827033512864,-0.0144069984419185,-0.0029504876101372,-0.0125787809901144,-0.0135462058555542,-0.0071089612398415,0.00111381625731,-0.0178475047482253,-0.0035470805055951
 imagery mental rotation,-0.014417002861113,-0.0095711321854565,0.0064380325676961,-0.0193835394804248,0.0179587769937321,0.0481173665072723,0.000494888304166,-0.0101164933169431,0.007909086398117,-0.0234414938238636,-0.013843923979066,0.0021500085256096,0.0198014941511649,0.0031946639250857
 implicit explicit cd,0.012657420017896,0.0063769956473983,-0.0019462507812845,0.0109409558738484,0.0005091302847293,-0.0118148667922344,0.001828802520154,0.0103627216542431,0.0090516718499415,0.0045343084717872,0.0031103486620438,-0.0092849523014821,-0.0034164907439337,0.0158914384522467
 individual variability subject,0.0221316142437206,-0.0111792906093178,-0.0109739717157063,-0.0211881399461828,0.0002779457867308,-0.0188413897917637,0.0062185481117272,0.003117722517546,0.0221874637924591,-0.0064063872854771,0.0018148758128352,-0.0069474315140231,-0.0029081952868628,-0.0009688454598006
 individuals people group,0.0142225336791808,0.0237799163890001,0.0048997809637826,0.006388838327241,-0.0155976721436096,-0.0169201877598985,-0.0123225412908754,0.0239320318602008,0.0010712070244949,0.0045824832298071,0.0092372606796915,0.0110884123280199,0.003118460535502,0.0116421011933327
 inhibition response inhibitory,-0.0032238734196501,0.0339891053187865,0.0404560025058112,0.055699005484677,0.0029724645464817,0.0156486235011151,-0.0003257105554581,-0.0043600160122123,-0.015325843518817,0.0706656077194664,0.0290434968690748,0.0575919162670993,0.0314839852916433,0.0257293373901348
 integration process task,0.0025647554738014,-0.003370987139033,0.0063347880525781,0.0033100586492454,0.0287141418258122,0.0192804562779455,0.0102466031794679,-0.0070712775087126,0.0061302461925965,0.0020578834118659,-0.0041868463715421,-0.0032661994953467,-0.003044689404479,0.0112770206782152
 interaction modulation influence,0.0115964079649776,0.0071314212447059,0.0027911696628942,0.009695316951815,-0.009531920056258,-0.0047740800771852,-0.0004779849223155,0.0047034783518348,-0.0007993823868948,0.0134495771862788,-0.0086523563143369,0.0098125366732313,0.001097595491147,0.0013103848451936
 ips number numerical,-0.019550410153071,-0.0002895554136334,0.0237370046910006,0.0096700201686153,0.0439000818362657,0.1004506858016317,-0.0041107903835009,-0.0170469531366286,-0.0203403589070777,-0.0119733012293404,0.0117175416820717,-0.013112975902733,0.0321087013399614,-0.0096206559522395
 items pairs item,-0.0019191280704779,0.0110211821395675,0.0130436514067836,0.0168327793567129,0.0215006848393558,0.0412706955960047,0.0220087666533651,-0.0012262180788734,0.0133581334786939,0.0025291259692552,0.0022304351925826,-0.0069011181541208,0.021081400841525,0.0066321506551232
 junction tpj temporoparietal,0.0118974303077391,-0.0047012133836584,0.0010413813918497,-0.0172864708621586,-0.0036297032153459,0.0037992375646914,0.0277203510588601,-0.0129344575492687,0.0335276907543881,0.0005202047615994,0.001892848914572,-0.0020772780773609,0.0399210925989682,0.1178427673175167
 language chinese english,-0.0213788085609338,-0.0103423809220992,0.0055364351630405,0.0149806083853952,0.0940836841875143,0.0536253036070455,0.0141934135899945,-0.0121096795162253,-0.0138263196540717,0.0036488324876783,0.0230058558341969,0.0111765713909736,0.0037971285055672,0.0033643810900993
 language sentences comprehension,-0.0013097794062264,-0.0026255967980771,0.0002985013865704,0.0280403944527541,0.0465254685953487,0.0064923806576496,0.0287872755176152,-0.0317793270669658,0.006560597082745,0.003571037800887,0.0676922941764671,0.0611320219352995,-0.0004921328343891,0.0125618944129927
 learning learned sequence,-0.0155121714830779,0.0035173175719683,0.0216856581190264,0.0079110848241023,0.0214728844116591,0.0216988329490177,-0.0029641223794445,0.0026708341556816,-0.006005633490761,-0.0078728842205024,-0.007334621382901,-0.0129429336502841,0.0135410544334014,0.0006525694470777
 lesions patient lesion,-0.0261860911663563,-0.0209766327840941,-0.0335079692939454,-0.02726315932328,-0.0113636533257146,-0.0198957231083826,-0.0185322187080833,-0.017995673870794,-0.0329837612324584,-0.0215746604866162,-0.0219243313995234,-0.0106031762912918,-0.0217393739039169,-0.014827144588831
 light shed alertness,0.0070476068925641,-0.0052889783080154,-0.009266093289959,-0.0025341349955675,-0.0114426418612498,-0.004425542295148,-0.0039028050370959,-0.0075136800612729,-0.0148307140530512,-0.0039519701876581,-0.0101635655342798,-0.0122337210039613,-0.0137725685447534,-0.0070029893370527
 long term short,-0.0104950849587711,-0.0127446117808206,-0.0094014730906288,-0.0048429046234948,0.0112443935004472,0.0052074659853418,-0.0022399635011066,-0.0178056853967913,0.0045987641235162,-0.0001162003600366,-0.0017522337646442,-0.0065844746249099,0.0005110375997348,-0.0056106867282246
 magnetic order resonance,-0.0239896614026893,-0.0082002802541057,0.0006358145934268,-0.0052061676465907,0.0136509493834893,0.0123590994686515,-0.0183436969286417,-0.0243985568143663,-0.0095954691073481,-0.0260053631210406,0.0009839358922376,-0.0025331385260823,-0.0027336698467585,-0.0182025365611969
 matter gray volume,-0.011956316556718,-0.0130338341092157,-0.0355917690001845,-0.0514388460231995,-0.0560827855958017,-0.0534129324535938,-0.015374656860528,0.0031916596303698,-0.0366858277191243,-0.018794645849721,-0.0231391031438408,-0.0322434369328297,-0.0403447461263144,-0.0182842679326957
 matter volume grey,-0.0313408223947743,-0.0220225628570008,-0.033583662256658,-0.0400430173923141,-0.0427516338751319,-0.0475569276340646,-0.0277641064179635,-0.0067792563887665,-0.0271985183341611,-0.032507408066629,-0.0382609486014062,-0.0319379945867578,-0.0285003628046295,-0.0314618586054081
 mdd depressive depression,-0.0052471836763296,-0.009817195984111,-0.0213898397470415,-0.0282737390158041,-0.0304857925430648,-0.0288855226337846,-0.0233632099298698,-0.0012590366818777,-0.0049073382817119,-0.0175191224535339,-0.0204945655210617,-0.0054395316147969,-0.0157531352489146,-0.0212078730798292
 measures size level,-0.0055522137416838,-0.0147516455430097,-0.0201170658812613,-0.0392686119801426,-0.0355627936424209,-0.0297275604432253,-0.000916178385107,-0.0110274719763116,0.0008781106930199,-0.0281246563599669,-0.0303554664467287,-0.0138804261361333,-0.0081507571935452,-0.0296472114018949
 mechanisms underlying evaluation,0.0241534976476715,0.0201320593402686,0.0033317134157291,0.0148932660722225,-0.0114381678084576,-0.0178437066461503,0.0055970399874797,0.0181484006831864,0.0115984185256106,0.0094365616390278,-0.0052894657792669,-0.0124629645124136,-0.0121350729687798,0.0056513409393171
 memory encoding hippocampal,-0.0014759502988602,0.0160138956369771,0.0177532666838729,0.033559178253188,0.0295662867839993,0.0167769312811985,0.0228233122654787,0.011347696921236,0.0162127567182702,0.0067601199777143,0.0336961013380067,0.0059182077824151,0.0109814724270939,0.0057503680632773
