Feature,aMPFC_r,dACC_r,dMPFC_r,lAI_r,ldLPFC_r,lIPL_r,lTPJ_r,pACC_r,PCC_r,rAI_r,rdLPFC_r,rIFG_r,rIPL_r,rTPJ_r
 age development adolescence,0.0166165660421488,-0.0045128736489258,-0.000875771274562,-0.0116606933566887,-0.0011398731323462,-0.011578585738386,0.0028697341284014,0.0109540000431244,0.0083060799602604,0.0057037078522102,-0.0054046623883132,-0.0039312472535185,0.0129004584063962,-0.0066525115435865
 age years group,-0.0131097870871838,-0.0117857477806632,-0.012142169677089,-0.0262866989226499,-0.0398959508682394,-0.0426543149980988,-0.0219916138411415,-0.0086339760006912,-0.0071801818662722,-0.0108600686496409,-0.0090327398274175,-0.0061518451444376,-0.0133150027968254,-0.0226395059221448
 age young adults,0.0294285647951086,0.0146985581427015,0.0090126134603505,-0.0025214614786183,0.0183176609634043,0.0097227274496848,0.0045804034301337,0.0257850290389598,0.0102058207990678,-0.0131768202955725,-0.0005980938447248,-0.0028277128696459,0.0115660049680872,-0.0169367531719591
 alcohol substance impulsivity,0.0025749326204489,0.0125844200649329,-0.0029475046248443,-0.0089095938521501,-0.0172797094943668,-0.0149912657521845,-0.0194080291676014,-0.0013099759278628,-0.0274208246843874,0.0018865297693385,-0.0049643630173284,-0.0003170171622493,-0.0083529777427473,-0.0134179370572031
 alexithymia tas ks,-0.004996237087939,-0.0087728985368698,-0.007925974329399,-0.0083660943931852,-0.0143052241458184,-0.0104183225283407,-0.0154746422922426,-0.0004579135560146,0.0013844212171074,-0.0052127757231578,-0.0013730633570564,0.002739753548957,-0.01230118669057,0.0029093451566395
 allele genotype met,-0.0060324244685618,-0.0059514390724706,-0.0205292348121127,-0.0079982155681895,-0.0304043231955862,-0.0361324412434939,-0.0258427339092563,-0.0111911701904609,-0.0285585642802469,-0.0049293241719598,-0.0155568970901887,-0.0133175153877148,-0.0233499668988401,-0.0113762308125152
 als scores students,-0.0117099027629239,-0.0051884234044571,-0.0140615940993598,-0.0175315183538506,-0.0230631774028848,-0.0188210636772625,-0.0092162461696368,-0.0025676417163885,-0.0066131923090663,-0.0030918722455752,-0.0088499301205134,-0.0140207210287184,-0.0164137631322677,-0.0150463739173885
 amplitude spontaneous frequency,0.0103676125431841,-0.0191306454583549,-0.0351937897706324,-0.0464467443431324,-0.0487053332090892,-0.0384016349760061,-0.0045059088354518,0.0025953079630001,0.0070380750345044,-0.0210109404534024,-0.031712961415853,-0.0261676837326028,-0.0045402822533491,-0.0149484985139146
 amygdala reactivity affective,-0.0043236038929335,-0.0129366655645037,-0.0241035602919389,-0.0118579438436918,-0.0383619595456854,-0.0425113719862228,-0.0213614437536131,0.0015810543650111,-0.0112760892895026,-0.007294360893303,-0.0176876572978652,-0.0179444765706932,-0.0255684359600037,-0.0105332334711932
 anterior insula cortex,0.0164163057280211,0.0492024122416633,0.0445315551904879,0.0758021605866284,-0.0233845875779871,-0.0169448803777551,-0.0168037934286188,0.0361245333587276,-0.0014528033578002,0.0727076045548289,0.0078714490166026,0.0378961383626182,-0.0076976924198181,-0.0011323589302732
 anticipation anticipatory aversive,0.011995638107012,0.0070927806732253,-0.0053332261122952,0.0143590365312856,-0.0033376992277612,-0.0007627749747939,-0.0086690631186523,0.0012231607333663,-0.0062080850989467,0.0163763176826356,-0.0113038603616951,0.0011832226762516,-0.0060363781112828,0.0024759012169027
 anxiety trait anxious,0.0014655432364637,-0.000182197222317,-0.0078374364310386,-0.0045347079726727,-0.026754248322168,-0.0335065289973595,-0.0105950338534101,0.0193202716487346,-0.0160153368631414,0.0132804601363577,-0.0165848746447276,-0.0089165914016215,-0.0049037309563938,-0.0178733704900965
 apoe epsilon risk,0.0002768736434618,-0.0083138982321196,-0.0107605313782587,-0.009761248680904,-0.0173386364419524,0.0013304384227964,-0.0089894990051399,0.0022550373916109,0.0002320746542719,-0.0035239173013697,-0.0117372264409606,-0.0190658488080929,-0.0094119403379354,-0.0108301803320159
 approach method techniques,-0.0030669835233524,-0.0175120232707254,-0.0181731251564823,-0.0439559528151287,-0.0448552966501692,-0.0288402483385759,-0.0068592799750545,-0.0213618259971155,0.0019271078087643,-0.0240751159029155,-0.0406767208239143,-0.0251120665788417,-0.0119839039494586,-0.0247658514121757
 arousal subjective ratings,0.0295037477494242,0.0100253037236107,0.0083220609314693,0.0157669325911851,-0.0254468253344065,-0.0292259774315526,0.0072465778249022,0.021047230073767,0.0081547528625104,0.0274499717259776,0.0058470080526898,0.0266359900490566,-0.0070304933897825,0.0075077707526342
 asd autism spectrum,0.0262115670150972,-0.001082755710573,0.0095110949752656,-0.0024340173291457,0.0024260767699423,-0.0038410476027092,0.0092320141362461,0.0240957439408212,0.0286008875635431,0.0080678448596014,0.011652400368836,0.0302652179511414,0.0089167013127006,0.0237313578769351
 association relationship relationships,0.0117653864042682,-0.000458486502886,-0.0109221199124389,-0.0070689933673238,-0.0159872562121326,-0.0304282470658579,0.0004901180741692,0.0039829675824242,0.0116385443112583,-0.0045542406004349,-0.0219440180680077,-0.0175701460175254,-0.0155194541990318,-0.012168163364388
 attention attentional attended,-0.0092109860274046,-0.0065439279266967,-0.0015525009001838,0.0083297086416153,0.0321464649813904,0.0488526540925705,0.0117709295637235,-0.0032322876749285,-0.0065243164876944,-0.0036948937508099,0.0031960949568798,-0.0024327896020334,0.0223756881104325,0.0041289986149615
 attention attentional orienting,-0.0294474460446873,0.0009350703878049,-8.908100721084991e-05,-0.0003327842017844,0.0172731543875819,0.063891554182641,-0.0013445415326771,-0.030643284769286,-0.0108218766817295,-0.0012001737932461,-0.0008134586048423,0.0161625466153813,0.030149158507777,0.0314852669773587
 auditory sound cortex,-0.027666122549502,-0.0304321123576687,-0.0317407782131405,-0.0257899180285869,-0.0212641572031678,-0.030001664489507,-0.0187104414239137,-0.0297109576764589,-0.0346553179165749,-0.027541860495972,-0.0081926504273687,0.0009627730559106,-0.0226570129604262,-0.0065539926777801
 autobiographical memories memory,0.0257891785535627,0.0015365936061935,0.0037413162853997,0.0148302290543812,0.000981539614093,-0.023369422981854,0.0326201579149404,0.0478672910635585,0.0476532180574662,-0.0023560793729202,-4.2832947849985314e-05,0.0091849281969246,0.0074975867259379,0.0153909327021429
 autonomic skin arousal,0.0167634510265484,0.0262075811227751,0.0240162873878279,0.0217317427727003,-0.0123203139662549,-0.008151419366145,0.0033078000890559,0.019837050748104,0.0106009727213077,0.0385258821955151,0.0248485684252419,0.0323454990361099,0.0038055608946411,-0.0038240109847931
 awareness conscious consciousness,-0.0059660535963094,-0.0026552412134681,0.0021324026080955,0.0122908356069202,-0.0147404771592736,-0.0190712219004858,0.00373869179175,0.0191127701044443,-0.0005934418004198,0.0019730130711059,0.0055925069496068,-0.0034731048962778,0.0077962711697004,-5.188100257007124e-05
 basal ganglia thalamus,-0.0145191060866303,0.0114199769162648,0.0055145829270132,-0.0072722336916005,-0.0222053415553818,-0.005744268195409,-0.010225428543848,-0.0176353467251704,-0.0119129413943661,-0.0026389994047729,-0.0147719447354522,-0.0007059176326477,-0.0012098853241417,-0.0074949921454273
 beauty aesthetic art,0.01088712822125,0.0029155689517165,0.0166067996435443,0.0036642985312995,0.006712045105191,0.0022230067315701,0.0020611801051964,0.0085356447140727,-0.0022493635530271,-0.0014595849476928,-0.0003755827144379,-0.0076130811996998,-0.0129015226720994,0.0092572029864126
 bias cr biases,0.0112236269284951,-0.0117533481412957,-0.01606545503152,-0.0044865103015408,-0.0170578234944803,-0.0065013513640421,-0.0016208166102482,0.0054185987199036,-0.008494581357957,0.0050595015758976,-0.0001404999439877,0.0072750893127833,0.0062048518854631,0.0073335006247297
 bimanual sem unimanual,0.0006643437281315,-0.0036349488724624,-0.0146358745819077,-0.0159179421936732,0.0032847973267179,-0.0025298499852406,-0.0102995035144838,-0.0095702676743274,-0.0024328152628324,-0.0070977730501942,-0.0127073531761131,-0.0133411122992979,-0.0086183262469725,-0.0085431538962934
 bipolar bd disorder,0.0032230146342169,-0.0146480113404593,-0.0166655324953697,-0.0008505113136385,-0.0202015156944797,-0.0184739107282868,-0.0049957821533733,-0.0012373143719135,-0.0162381842276135,0.0016195806952246,-0.0088910322176321,-0.0105688602969218,-0.009097468206832,0.0079176618929302
 blind sighted global,-0.0179306222166422,0.0026537485403347,0.0040608529671963,-0.0155930478525499,-0.0074279309302714,0.0174055396404367,-0.006444305889519,-0.0134348745783619,-0.0069293330492645,-0.0258311796691841,-0.0137481381716428,-0.0149257295586,-0.0017797828919129,-0.0064902139252677
 body bodies eba,-0.0106651806919107,-0.0155729088093116,-0.0209280132069091,-0.0185859203691832,-0.0134789161075239,-0.0124410940925576,-0.0164467980033863,-0.0114152006179381,-0.0093165704710191,-0.0190782224040649,-0.0001804606783238,-0.0152113263724804,-0.0159740179414127,0.0138311472234138
 bpd disorder personality,0.0054743855851988,0.0125526801740233,0.0176337603516053,-0.0039263190702747,-0.0051163790144441,-0.0083607491943694,0.009369611616461,0.0088916571016489,0.0078753285134687,-0.0093343908580928,0.0143677251748874,0.0019035677603932,-0.0097003174129587,0.0004825154637568
 brainstem pag ac,-0.0120658762269074,0.0023623114699851,-0.0112051543137175,-0.0029194295996111,-0.0317691617980913,-0.0332320770527737,-0.0261359660184574,-0.0101549883491584,-0.0228475712894717,-0.0086800807757986,-0.0137993806636594,-0.0089637943131185,-0.0220155082469379,-0.0164758372877057
 category categories categorization,-0.0109616346849264,-0.0114147765410894,0.0260874258661334,0.0003511996226381,0.019517083703791,0.0076979135545016,0.0095985862447863,-0.020543139284793,-0.0043643865582752,-0.000205263211074,0.010173840048862,-0.0188068836596266,0.0021772687744565,0.0096767021858635
 caudate nucleus accumbens,-0.0093582002476885,0.0168249695327981,0.019270838712046,0.0150989406221474,-0.020261683408696,-0.0122301746375259,-0.0224738002747959,-0.0093071382687887,-0.0260214940179814,0.0148180037233379,-0.005429359483802,0.0034566770766529,-0.0079210897801584,-0.0269395610222136
 cbf asl epi,-0.002923859418479,-0.0127224917176931,-0.0157223838258277,-0.0286346281201703,-0.0172869646778802,-0.0153361698781574,-0.0084659618831562,0.0004619571988682,-0.0034032256266364,-0.0177090568412313,-0.0233895051258738,-0.0124741157122482,-0.0193022860375656,-0.0087065502480569
 central capacity nervous,-0.0180383351811621,-0.0046521176251631,-0.0144233228416082,-0.0045190986252577,0.0018912744426366,-0.0047951252126347,-0.0081300556389654,-0.0121578409176782,-0.0101194177005089,-0.0193425674041044,-0.0161954974615724,-0.0091233633993916,-0.0094154985600572,-0.0070617759495185
 cerebellar cerebellum ii,-0.0171759369297419,-0.0224313413901812,-0.019060139233137,-0.0118939376741633,-0.0127361305107539,-0.0079544152792703,-0.0227144448117345,-0.0159215058377227,-0.0216490966140771,-0.015143071797292,-0.0149268034177359,-0.0179265559251119,-0.0172347280249611,-0.01951814925681
 cerebral ataxia sca,-0.0137161953519886,0.0063445534525145,-0.0036701986105762,-0.0098307810234351,-0.0032808075265141,-0.0080367911848726,-0.008024999048496,-0.0088557581864752,-0.0113839652482444,-0.0025248455478964,-0.0068054081894366,-0.0078813452212604,-0.0071035279151081,0.0027857795546404
 children adults age,-0.0073703562952112,-0.01348142264204,-0.0040472965084751,0.0081926275773875,0.0080504461152476,0.0168958187065786,-0.0081130853402416,-0.0055015580272824,-0.0199434246414441,-0.0061026352578599,-0.0111954728576143,-0.0100903068306784,-0.0043508140447769,-0.0035880266238755
 classification accuracy machine,0.010066228934148,-0.0071884671380959,-0.0108724915363117,-0.0180486900411723,-0.0270494160770311,-0.027220153487385,-0.0038615875880341,0.0135383778535729,0.0100931780738574,0.0123165519311531,-0.0034378591213295,-0.0109417379989819,-0.0088097440568451,-0.0043368860733553
 cognitive control cognition,0.0050723978399077,0.0129353392313206,0.0256874111670114,0.0188186541443897,0.038834940504718,0.0248285417800654,0.0153423843561991,0.0146896487603241,0.0169943715131088,0.0233332479033934,0.0143223590924481,-0.0029084099371051,0.0195412424231923,0.0056396832314748
 color shape shapes,-0.0183008991724913,-0.0184823693256131,-0.0089237510216267,-0.0155913523078783,0.0107918011691659,0.022915246922793,-0.0106707661376875,-0.0122384199494906,-0.0180510755513481,-0.0106061076731165,-0.0012322681734357,-0.0093747104677857,0.006465070103944,-0.0106539582200317
 common suggest overlap,0.0092785248676518,0.0083153007099972,0.0387059209391294,0.0333661419897461,0.0583164239464565,0.065299000444007,0.0250096026777083,-0.0039557239503454,0.030518311944638,0.0235331915431271,0.0216828544724814,0.0349910915548743,0.0386842262044088,0.0346878462517969
 competition free selection,0.0003237243848061,0.0064780056723627,0.0112555004324102,0.0064569123562146,0.0125190960171986,0.0158302929015028,-0.0072468328131804,-0.0095089543412166,-0.0009772357095518,0.0116330170910901,-0.0044183314189948,0.005364522980772,0.003003880137739,0.0007456775568179
 comprehension sentences language,0.0326860648586512,0.016529612319359,0.0158965638127395,0.0096845125261252,0.0122868715404909,-0.0032246983367394,0.0288213109427209,-0.0101942891221665,0.0190008601197944,0.01130304264063,0.0522653595506493,0.0525256187695394,0.0065223224647309,0.0284880803795097
 conflict response monitoring,-0.0178756753413661,0.0392882907985204,0.0476197349354447,0.0125612003195053,0.0263913662768891,0.0245000250434054,-0.0138213030637115,-0.0131517351197059,-0.0156500558612431,0.0177580387736795,0.0219527195564849,0.0129374281902578,0.0033719506124607,-0.0011526238710091
 context contextual contexts,-0.0012932405767063,0.0076934198362604,0.0180658881594789,0.0286048731690143,0.0148182892104103,0.0054803222152982,0.0051891394259931,0.0103784763286183,0.0033912881887596,0.0156039446450398,0.0087044257900812,0.0119578794522681,-0.0023340273204278,-0.0004914836532417
 control inhibitory attentional,-0.0066731360431277,0.0066783986885049,0.0033305871047275,0.0061131145039136,0.0049485793834495,0.0208782192112411,-0.0151384992674,-0.0172523661521701,-0.010075912240309,0.0199029075536995,-0.0116519155412825,0.0031034656002915,0.0153158858199745,0.0179278712153189
 correct successful incorrect,-0.0010649560621296,0.0015763209754249,0.0141604620332427,0.0202475970648979,0.0050174511011049,0.0127266243979795,0.0178786187161365,0.0132969927151051,0.008658700532529,0.011103424764377,-0.0001942156957223,0.0016796326792416,0.0145055149359474,0.0073653359159522
 cortex anterior cingulate,0.057498012055844,0.0667144697917667,0.04846423636619,0.0263624150690282,-0.0159710769693152,-0.0184494892877173,0.0222301911967156,0.0667944239126736,0.0572098040828292,0.0179382608309549,0.004975425600922,0.011642826131505,0.0205294010476194,0.0167424692834224
 cortex lateral prefrontal,0.0503617342112363,0.0295030314482899,0.0283801658021288,0.015026064471173,0.0219790175254479,0.0372209540455388,0.0271844879345696,0.03752989230869,0.0318777144708364,0.0101814943729147,0.0300309003710544,0.0254620965226108,0.0352466660140162,0.001118381866688
 cortex prefrontal orbitofrontal,0.0219364313242821,0.0357674532626315,0.0493502301111235,0.0310237570384211,-0.0083558065853612,-0.0118885806289508,-0.0074314248387641,0.0296558817681986,-0.0020768423393932,0.0411388604196728,0.0165862447323871,0.0068384910473366,-0.0064506482766983,-0.0011118455497001
 cortex primary somatosensory,-0.0024901716927136,-0.0033124906559119,-0.0205987819134005,-0.0148411478321564,-0.0249900698018571,-0.0204367215484761,-0.0136574600531593,-0.0100086040584763,-0.0126331948854107,-0.012913983468918,-0.0122940389356429,-0.0103793070945852,-0.0079175109138308,-0.0081445247711816
 cortex visual temporal,-0.0279793388431597,-0.0292206454662485,-0.0257315176138458,-0.0227463554279807,0.0285077392028287,0.0049119695047143,-0.0170337614262568,-0.0238580464957729,-0.0198426120866936,-0.0273249749467558,-0.0091575659715933,-0.0166213819110722,-0.0138288940768164,-0.0005159055978515
 creative creativity thinking,0.0055364077745976,0.0017745382717936,-0.0069328128246647,0.011839117302389,-0.0006706180714875,-0.0127791142938333,0.0126990664143079,0.0096744583816829,0.019797842380936,0.0056833288831654,0.0069923349401751,0.0058260732234249,-0.0002549592428014,0.0174320583247099
 cues cue cued,-0.0078649790688426,0.0029728090747624,0.002461483472872,0.0134531528687635,0.0144965748944037,0.0392176104118532,-0.0060372061534155,-0.0088238941023379,-0.0205680373612526,-0.0014856286510713,-0.0051983200390664,0.015093595873411,0.0271643389832788,0.0326277686079712
 dacc dorsal cingulate,-0.0131379271585638,0.0299787809282427,0.0200405073967993,0.0250007664528499,0.0062463075184875,0.0025783366984094,-0.0086311319085526,-0.00170212956368,-0.0130903872671141,0.0153746145345667,-0.0185061633380778,0.0080276182755484,0.0038241750595229,-0.0122327903045351
 deception truth lying,0.0010397869367151,0.0188688404105114,0.0284426116447939,0.0166667162971868,-0.0027568440709378,0.0104816919953605,0.0172458912095678,0.0084246178319874,-0.0020446261674531,0.0046565469600555,0.0120865346405229,0.0439444032712235,0.0289000178615695,0.0300360368480036
 decision making choice,0.0289180793489659,0.0568460828028913,0.0609914699000574,0.0511368522670987,0.0247012515060209,0.0232832339149834,0.0117405785365886,0.0286514594744757,0.0160415439295124,0.0288516629374157,0.0017370199550263,0.0066042721870688,0.0171731290722007,0.0026448419399488
 delay delayed discounting,-0.0079333906724431,0.0123401791012545,0.0002090881821587,0.0171842646715541,0.0089622245678339,0.0196534210899794,0.0104323512881805,-0.0048685372943809,0.0052993206664315,-0.0014598467343121,-0.0056256476089611,-0.0016374116699261,0.0022060371682018,-0.0029218701154689
 depression mdd depressive,0.0062862800766394,-0.0020238596221599,-0.0162310850970552,-0.0320906761916894,-0.0492225976867706,-0.0559702214927514,-0.0259277041787598,-0.0038016336537072,-0.0095188168743125,-0.0078220891863242,-0.0171309812171602,-0.0137048518859869,-0.0256221508209044,-0.0235599020987377
 detection novelty oddball,-0.0235858193441314,-0.0047454824510821,-0.0008316113755395,0.0001741946542552,-0.0020590817433227,-0.0045903271456867,-0.0112997800540098,-0.0138196347662364,-0.0139793382237388,-0.0044888627183298,0.0118190210878806,0.0135637330490701,-0.0077580629305233,0.004989371335881
 dimensions horizontal ap,-0.0115488440266539,0.008055514184912,-0.001130998254809,-0.009489620097884,-0.0043059263042906,-0.0031721455623924,-0.0032099333625138,-0.0144271223586196,-0.0072123619746567,-0.0106457583483073,-0.0095440247562922,-0.007046768667842,-0.0176454691598926,-0.0047501796508803
 disease atrophy dementia,-0.0020553149004614,0.0048820889363912,-0.0108960781577935,-0.0050338142260173,-0.0216064844867552,-0.0234151282535735,-0.0201690789946131,0.0206064666203678,-0.0029699613079647,-0.0026991714312235,-0.0204659071402228,-0.0101806614918138,-0.0186087969862995,-0.0145938439240655
 dlpfc prefrontal cortex,-0.011279592237632,0.021067188328854,0.039949614596016,0.0152862111837413,0.012379381731612,0.02136860417011,-0.0112265515796654,-0.0042864036024607,-0.0219831639048501,0.0138858653323596,0.0189737121721653,0.0026171173168406,0.0123833212590982,-0.0072180587340861
 dmpfc balance dorsomedial,0.0130122237214352,0.0159994705139923,0.0122742260935805,0.0096477972144593,-0.0154987422052409,-0.021731178925445,0.0002365593719391,0.0268753145960984,0.0032334746358202,-0.0025794354530806,0.0032657456120489,0.0181968198811217,-0.0123565671518055,0.0054464682164613
 dopamine da receptor,-0.0138440619117137,-0.005141832243433,-0.0118978013695929,0.0038970692988018,0.0022313400515172,-0.0090399191777069,-0.011241874629216,-0.0068638079536789,-0.0129549364572712,0.0092852882851941,-0.015191113667908,-0.0027505346533768,-0.0186579639863018,-0.0220510959442833
 early stage stages,-0.0086051589103958,0.0074214186997834,0.0048010188153608,-0.0072865943315592,-0.0061488516046083,0.0066885378126717,-0.0204942707121108,-0.0106124270741213,-0.0007974034336109,-0.0058517103854013,-0.0014317789075449,-0.0074358429819582,-0.0039033433969447,-0.0216292432497093
 ec sp eo,0.017622228670473,0.0028411115606942,-0.0040325316065135,-0.0158073667608018,-0.0230361048230073,-0.0153917617087037,0.0092506060296584,0.0101493242112989,0.0112476860406387,-0.0177673159073742,-0.0076889576805276,-0.0035000091130961,-0.0167424295603223,0.0034327196904613
 effort fnc reporting,-0.0066896214329121,0.010297775293812,0.0209366734223272,0.0294413352546449,0.0076717275082505,0.0071447488312977,0.0200889887016738,0.0030240763576778,0.0182152256679273,0.0317223318489111,0.0043702087066905,0.0305550330905065,-0.0007134805499101,0.0085443905374877
 emotional emotion amygdala,0.0586038044310274,0.0171997340576756,0.0031508173809735,0.0254622665263344,-0.0202798166525284,-0.0288320879009055,0.0107022055570079,0.0457658890756536,0.0267779394784726,0.0526696942494493,0.0369601322594542,0.0451400598528454,0.0046686233066856,0.0035322580090519
 empathy social empathic,0.0356009471265969,0.0028610289552712,0.0107291130036908,0.0352845391266159,-0.0099192785615065,-0.0227785370107061,0.009174753368935,0.0063642525838461,0.0302428670159614,0.0232734174040538,0.0209256209416538,0.0491377520541016,-0.0008853040774557,0.0386755167139491
 encoding memory recognition,0.005331251231381,0.0193996481189188,0.0209736957573652,0.0238136626249884,0.0343974563510183,0.0233625155303919,0.0192168665062397,0.0089376756088271,0.0099533076298317,0.0119462957580409,0.0272192068691346,0.0024677086776356,0.0184544479805393,0.0037687833437628
 epilepsy lobe temporal,-0.0098043629308517,0.0009466376547855,-0.0058935929950011,-0.0197682900151262,-0.0146873419304321,-0.0182138573465494,0.0209976257053882,0.0073367996250393,0.0070843438798301,-0.0090463726873742,-0.0133293509925357,-0.0176287332378438,-0.0018663331065934,-0.0097690576542301
 error errors monitoring,-0.0069775402029108,0.0562680680198655,0.0657107331749616,0.0319361006126487,-0.0120639305329132,0.0039659297760146,-0.0025602673236163,0.0025285762634473,-0.0083156998200421,0.0287925264705648,-0.0020847500967796,0.0128666401247728,0.0104198359635013,-0.0076162875708892
 evaluation evaluations esteem,0.0521629042886998,0.021455699485802,0.0028901357396302,0.0159932158731315,-0.0125093093695915,-0.0024025239736862,0.0147857849499482,0.0181811502362394,0.0373636358670092,0.0148492463560431,0.0090594175723502,0.0002928152185045,-0.0020612638226229,0.0260716899967831
 events future past,0.0589051544430542,0.0137561954696827,0.0071348112025174,0.005853640198785,1.375320022004478e-05,-0.0033958153435693,0.0754062108127281,0.0367001913920087,0.0747665282124032,0.0098794850815151,0.0111865212441996,0.0183607865517897,0.0357741285467635,0.0391756802371184
 exclusion ds rejection,0.0220854052565738,0.0127687466192603,0.0070967165990123,0.0056283115295707,-0.0117623703316162,-0.0196446958681994,0.0051977238385748,0.0004094216367822,0.0098612424226317,0.0204337159783483,-0.0023056775557729,0.0149231797660002,0.0029328898577047,0.010800314067784
 executive control cognitive,0.0004300592990318,0.0180543651012981,0.0228652479115557,0.0311663401812932,0.0294561394111415,0.0435083696303496,0.0061473115064193,0.0055380932100761,-0.0095880909535079,0.0031099500391622,0.0242702811076474,0.0045734511811382,0.0094917535595835,0.0030181894459161
 exercise igd internet,-0.0066126383696856,-0.0085461595158132,-0.0184087157698174,-0.015608944430995,-0.0175427252135448,-0.0198634964215406,-0.0155048064181796,-0.011812131553929,-0.0013420695999376,-0.0120691778251908,-0.0186046598020126,-0.0063947690090198,-0.0133796125454724,-0.0165161850748973
 expectancy sensory expectation,-0.0034948077236781,-0.001836210796208,-0.0049768827616385,0.0144700025502561,0.0029975974057213,-0.0006829792543981,-0.0053508158161925,0.0094874184499941,-0.0113169860910488,0.0132304950681244,0.0176967289324976,0.0119598687583991,0.0126305606964432,0.0017553661600903
 experience subjective experiences,0.0107675968921565,-0.0101626135207747,-0.004211287690212,0.0100841892794495,-0.0068611171725286,-0.0153335544353365,-0.0076156197900392,0.0157342056900598,0.003028460227956,0.0171290766806873,-0.00580105644357,0.0105125557692824,-0.0003036032234624,0.0113567409128282
 expertise experts novices,0.0072831564596719,0.0040234286167303,0.0155120872562411,0.0030677908910106,0.0122939989853388,0.007606271555891,0.0121231020410682,0.0024072612049203,-0.008563024958045,-0.0103249156161331,0.0115462168578117,-0.0101048277988039,-0.0090298834742011,0.0141252154461566
 eye saccade saccades,-0.0168018023439235,-0.0211835831971628,-0.0204000355542566,-0.0200997090600626,0.0095429225229982,0.0357517941938496,-0.0141592953826615,-0.0126271485476653,-0.0147734485321777,-0.0144742950473838,-0.0171679304981237,-0.0185244874324886,-0.0022640175765714,-0.0046886689199741
 face faces fusiform,-0.0140850498876735,-0.0232263339270523,-0.0181973410201401,-0.0148886163103616,-0.0251141994728325,-0.0302326282288899,-0.0193178986552528,-0.0220250726252365,-0.0018442118173945,-0.0105807561343581,0.02548884656737,-0.0009387421244499,-0.0215821908811975,0.0115966753864559
 faces amygdala emotional,-0.0149856482079551,-0.0048451473693745,-0.0120408515763562,-0.0071320546622522,-0.0401380647809296,-0.0444210303243791,-0.0308763687351043,0.0123877853346717,-0.022188413533332,0.0095114027958369,0.0075278496295859,0.002078641600243,-0.0266258647703865,-0.0006274637775165
